publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,total_cases,confirmed_deaths,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2019-01-16,2019-01-15,COD,North Kivu,Biena,2,0,2,1,1,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Butembo,49,1,50,35,36,37,,,,,,1,0,1,1,1,22,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Goma,0,0,0,0,0,2,,,,,,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Kalunguta,40,12,52,21,33,2,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Katwa,112,4,116,68,72,22,,,,,,2,0,2,4,4,-18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Kyondo,9,2,11,4,6,2,,,,,,1,0,1,1,1,-32,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Mabalako,89,16,105,52,68,5,,,,,,0,0,0,-1,-1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Mangurujipa,1,0,1,1,1,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Musienene,5,1,6,2,3,7,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Oicha,25,0,25,6,6,1,,,,,,1,0,1,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,North Kivu,Vuhovi,9,0,9,3,3,0,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,Ituri,Komanda,27,0,27,16,16,2,,,,,,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,Ituri,Nyankunde,1,0,1,1,1,6,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-16,2019-01-15,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16jan19
2019-01-15,2019-01-14,COD,North Kivu,Beni,216,9,225,132,141,67,,,,,,-2,0,-2,0,0,15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Biena,2,0,2,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Butembo,48,1,49,34,35,15,,,,,,1,0,1,1,1,-15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Goma,0,0,0,0,0,11,,,,,,0,0,0,0,0,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Kalunguta,40,12,52,21,33,5,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Katwa,110,4,114,64,68,40,,,,,,6,0,6,4,4,32,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Kyondo,8,2,10,3,5,34,,,,,,0,0,0,0,0,32,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Mabalako,89,16,105,53,69,5,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Mangurujipa,1,0,1,1,1,1,,,,,,1,0,1,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Masereka,7,1,8,2,3,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Musienene,5,1,6,2,3,5,,,,,,1,0,1,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Oicha,24,0,24,6,6,5,,,,,,-1,0,-1,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,North Kivu,Vuhovi,9,0,9,3,3,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,Ituri,Komanda,27,0,27,16,16,7,,,,,,3,0,3,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,Ituri,Nyankunde,1,0,1,1,1,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-15,2019-01-14,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15jan19
2019-01-14,2019-01-13,COD,North Kivu,Beni,218,9,227,132,141,52,,,,,,0,0,0,0,0,13,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Biena,2,0,2,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Butembo,47,1,48,33,34,30,,,,,,0,0,0,1,1,19,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Goma,0,0,0,0,0,3,,,,,,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Kalunguta,40,12,52,21,33,2,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Katwa,104,4,108,60,64,8,,,,,,5,0,5,2,2,-14,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Kyondo,8,2,10,3,5,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Mabalako,89,16,105,53,69,7,,,,,,0,0,0,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Masereka,7,1,8,2,3,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Musienene,4,1,5,2,3,4,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Oicha,25,0,25,6,6,3,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,North Kivu,Vuhovi,9,0,9,3,3,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,Ituri,Komanda,24,0,24,16,16,8,,,,,,0,0,0,0,0,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,-17,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-14,2019-01-13,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14jan19
2019-01-13,2019-01-12,COD,North Kivu,Beni,218,9,227,132,141,39,,,,,,0,0,0,1,1,-17,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Biena,2,0,2,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Butembo,47,1,48,32,33,11,,,,,,1,1,2,1,2,-18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Goma,0,0,0,0,0,8,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Kalunguta,40,12,52,21,33,5,,,,,,0,0,0,3,3,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Katwa,99,4,103,58,62,22,,,,,,8,0,8,0,0,12,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Kyondo,8,2,10,3,5,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Mabalako,89,16,105,52,68,6,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Musienene,4,1,5,2,3,5,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Oicha,25,0,25,6,6,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,North Kivu,Vuhovi,9,0,9,3,3,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,Ituri,Komanda,24,0,24,16,16,0,,,,,,0,0,0,0,0,-16,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,Ituri,Mandima,17,3,20,10,13,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,Ituri,Nyankunde,1,0,1,1,1,17,,,,,,0,0,0,0,0,17,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-13,2019-01-12,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13jan19
2019-01-12,2019-01-11,COD,North Kivu,Beni,218,9,227,131,140,56,,,,,,0,0,0,0,0,55,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Biena,2,0,2,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Butembo,46,0,46,31,31,29,,,,,,0,0,0,0,0,19,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Goma,0,0,0,0,0,3,,,,,,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Kalunguta,40,12,52,18,30,0,,,,,,0,0,0,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Katwa,91,4,95,58,62,10,,,,,,1,0,1,-1,-1,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Kyondo,8,2,10,3,5,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Mabalako,89,16,105,52,68,7,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Musienene,4,1,5,2,3,0,,,,,,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Oicha,25,0,25,6,6,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,North Kivu,Vuhovi,9,0,9,3,3,0,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,Ituri,Komanda,24,0,24,16,16,16,,,,,,1,0,1,0,0,11,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,Ituri,Mandima,17,3,20,10,13,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-12,2019-01-11,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12jan19
2019-01-11,2019-01-10,COD,North Kivu,Beni,218,9,227,131,140,1,,,,,,0,0,0,0,0,-54,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Biena,2,0,2,1,1,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Butembo,46,0,46,31,31,10,,,,,,0,0,0,1,1,-18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Goma,0,0,0,0,0,7,,,,,,0,0,0,0,0,7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Kalunguta,40,12,52,17,29,6,,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Katwa,90,4,94,59,63,15,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Kyondo,8,2,10,3,5,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Mabalako,89,16,105,52,68,2,,,,,,0,0,0,0,0,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Musienene,4,1,5,2,3,7,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Oicha,25,0,25,6,6,0,,,,,,1,0,1,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,North Kivu,Vuhovi,9,0,9,3,3,3,,,,,,1,0,1,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,Ituri,Komanda,23,0,23,16,16,5,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-11,2019-01-10,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11jan19
2019-01-10,2019-01-09,COD,North Kivu,Beni,218,9,227,131,140,55,,,,,,0,0,0,0,0,55,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Biena,2,0,2,1,1,1,,,,,,1,0,1,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Butembo,46,0,46,30,30,28,,,,,,0,0,0,0,0,28,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Goma,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Kalunguta,40,12,52,17,29,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Katwa,90,4,94,59,63,10,,,,,,1,0,1,1,1,10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Kyondo,8,2,10,3,5,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Mabalako,89,16,105,52,68,10,,,,,,0,0,0,0,0,10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Musienene,4,1,5,2,3,5,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Oicha,24,0,24,6,6,7,,,,,,0,0,0,0,0,7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,North Kivu,Vuhovi,8,0,8,3,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,Ituri,Komanda,23,0,23,16,16,6,,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,Ituri,Mandima,17,3,20,10,13,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-10,2019-01-09,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10jan19
2019-01-09,2019-01-08,COD,North Kivu,Beni,218,9,227,131,140,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Biena,1,0,1,0,0,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Butembo,46,0,46,30,30,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Goma,0,0,0,0,0,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Kalunguta,40,12,52,17,29,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Katwa,89,4,93,58,62,,,,,,,1,0,1,1,1,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Kyondo,8,2,10,3,5,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Mabalako,89,16,105,52,68,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Masereka,7,1,8,2,3,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Musienene,4,1,5,2,3,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Mutwanga,3,0,3,2,2,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Oicha,24,0,24,6,6,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,North Kivu,Vuhovi,8,0,8,3,3,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,Ituri,Komanda,23,0,23,16,16,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,Ituri,Mandima,17,3,20,10,13,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,Ituri,Nyankunde,1,0,1,1,1,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-09,2019-01-08,COD,Ituri,Tchomia,2,0,2,2,2,,,,,,,0,0,0,0,0,,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9jan19
2019-01-08,2019-01-07,COD,North Kivu,Beni,218,9,227,131,140,41,,,,,,0,0,0,1,1,9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Biena,1,0,1,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Butembo,46,0,46,30,30,19,,,,,,0,0,0,3,3,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Goma,0,0,0,0,0,5,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Kalunguta,40,12,52,17,29,2,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Katwa,88,4,92,57,61,12,,,,,,1,0,1,1,1,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Kyondo,8,2,10,3,5,0,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Mabalako,89,16,105,52,68,7,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Musienene,4,1,5,2,3,4,,,,,,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Oicha,24,0,24,6,6,0,,,,,,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,North Kivu,Vuhovi,8,0,8,3,3,2,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,Ituri,Komanda,23,0,23,16,16,5,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
2019-01-08,2019-01-07,COD,Ituri,Nyankunde,1,0,1,1,1,0,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8jan19
